	11.9	17.4	7.2	1.5	4.1	2.8	54.7	1373360 
	12	17.5	7.3	2.6	4.2	2.8	54.7	1363270 
	11.9	17.3	7.3	2.8	4.1	2.9	55.5	1358850 
	11.8	17.2	7.2	2.5	4.3	3	55	1225680 
	11.9	17.4	7.2	2.1	4.3	2.9	54.5	1122860 
	11.9	17.3	7.3	2.2	4.2	2.9	55.2	1299870 
	12.1	17.5	7.3	1.2	4.3	2.9	54.8	1319450 
	12.6	18	7.7	1.7	4.3	2.8	54.9	1318020 
	12.9	18.4	7.9	2	4.2	2.7	56.5	1329820 
	13.3	18.7	8.2	2.4	4.2	2.7	56.7	1325840 
	13.8	19.3	8.7	2.7	4.2	2.7	56.3	1233810 
	13.9	19.3	9.1	3	4.1	2.7	57.1	1078630 
	13.9	19.2	9.2	2.5	4.1	2.8	57.2	1274890 
	13.9	19.1	9.3	2.1	4.3	2.8	56.2	1322370 
	13.9	19.1	9.2	1.9	4.3	2.8	56	1289530 
	13.7	18.9	9.1	2.2	4.2	2.8	56.7	1321190 
	13.8	19.1	9.1	1.8	4.4	2.9	56.4	1314760 
	14	19.3	9.2	2.2	4.4	2.8	57.1	1193430 
	14.3	19.7	9.4	3.1	4.3	2.7	58.5	1056530 
	14.7	20	9.9	3.3	4.3	2.7	60.1	1261480 
	15.1	20.4	10.4	2.8	4.4	2.7	60.2	1298310 
	15.6	20.9	10.7	3.2	4.4	2.7	60	1182110 
	15.9	21.2	11.1	3.4	4.5	2.7	60.1	1301650 
	16.1	21.4	11.3	2.3	4.5	2.8	59.9	1282730 
	16.4	21.9	11.4	2.3	4.7	2.7	59.3	1162530 
	16.5	22	11.5	3.7	4.7	2.7	60	1070620 
	16.6	22.1	11.7	5.2	4.7	2.7	61.7	1261420 
	16.7	22.2	11.9	4.7	4.8	2.7	61.8	1301550 
	16.9	22.3	12	4.9	4.7	2.7	61.9	1289930 
	16.8	22.1	12.2	5.2	4.4	2.7	62.8	1297920 
	16.8	22.1	12.3	4.2	4.4	2.7	63.2	1296050 
	16.9	22.1	12.4	3.2	4.3	2.6	63.2	1176500 
	16.9	21.9	12.4	5.1	4.2	2.5	64.1	1080170 
	16.9	21.9	12.4	5	4.2	2.5	64.1	1248700 
	17	22	12.5	4.4	4.3	2.4	63.5	1301540 
	17.1	22.1	12.5	4.5	4.4	2.5	63	1269170 
	17.1	22.2	12.5	3.8	4.5	2.5	61.9	1260310 
	17.3	22.4	12.6	3	4.4	2.5	62	1193140 
	17.4	22.4	12.8	3.4	4.3	2.5	63.3	1101390 
	17.5	22.7	12.9	3.6	4.4	2.6	64	1069640 
	17.8	23.1	13.1	3.3	4.4	2.5	63.8	1226300 
	18.1	23.4	13.5	3.4	4.3	2.5	64.6	1240970 
	18.5	23.8	13.8	2.5	4.5	2.4	64	1272330 
	18.8	24.1	14.1	2.7	4.5	2.4	63.6	1284830 
	18.9	24	14.3	3.2	4.5	2.4	64.3	1294830 
	18.9	24	14.5	3.3	4.5	2.4	65	1205180 
	19.1	24.2	14.6	3.1	4.7	2.4	64	1080380 
	19.2	24.3	14.8	3.6	4.8	2.4	63.7	1285640 
	19.5	24.7	15	2.8	4.9	2.4	63.3	1306080 
	19.8	25	15.2	2.2	4.9	2.4	62.4	1289330 
	20	25.3	15.3	2	5	2.4	61.9	1274710 
	20.1	25.3	15.4	2.2	4.9	2.4	62.3	1275600 
	20.3	25.5	15.6	2.9	4.9	2.4	62.8	1200520 
	20.3	25.5	15.6	3.2	4.9	2.4	63.2	1078040 
	20.5	25.7	15.8	3.3	5	2.4	63.6	1259810 
	20.8	26	16.1	3.6	5	2.3	64.4	1285120 
	21.1	26.3	16.5	3.1	5	2.3	64.5	1296260 
	21.3	26.5	16.7	1.8	5	2.2	63.8	1223190 
	21.4	26.7	16.9	2.2	4.9	2.2	63.5	1272850 
	21.5	26.7	17	2.2	4.9	2.2	63.7	1202110 
	21.6	26.6	17.2	3	4.8	2.2	64.7	1090620 
	21.7	26.7	17.3	3.1	4.9	2.2	65.2	1280060 
	21.7	26.8	17.5	3.7	5	2.3	65.9	1328860 
	21.9	26.9	17.7	3.6	5.1	2.3	66.2	1331690 
	22.1	27.1	17.9	4.1	5.2	2.3	65.6	1321960 
	22.3	27.4	18	3.2	5.2	2.3	64.8	1327850 
	22.4	27.4	18.1	3.5	5.1	2.2	64.9	1225260 
	22.5	27.5	18.3	3.7	5	2.2	65.3	1117830 
	22.5	27.5	18.4	4.6	4.8	2.2	66.2	1304880 
	22.5	27.4	18.5	4.8	4.5	2.2	67.8	1344850 
	22.5	27.3	18.6	5.2	4.4	2.1	69.5	1349330 
	22.5	27.3	18.7	6.1	4.3	2.2	70.7	1338890 
	22.6	27.4	18.8	5.7	4.3	2.1	71.2	1357280 
	22.7	27.4	18.9	4.6	4.3	2.2	71.2	1238610 
	22.8	27.3	19	4.7	4.4	2.2	71.1	1129950 
	23	27.5	19.2	5.7	4.6	2.2	70.3	1291470 
	23	27.5	19.3	5.7	4.5	2.2	70.5	1348330 
	23.1	27.3	19.4	6.2	4.3	2.2	71.5	1355130 
	23.2	27.5	19.7	6.2	4.3	2.2	72.3	1349880 
	23.4	27.6	19.9	6.5	4.2	2.2	73.7	1353480 
	23.4	27.6	20	6	4	2.2	75	1257550 
	23.4	27.5	20.1	7.9	3.9	2.2	76	1155030 
	23.5	27.5	20.3	9.8	3.8	2.2	77.1	1334090 
	23.5	27.3	20.4	11	3.6	2.2	78.1	1361500 
	23.6	27.4	20.5	10.6	3.5	2.2	78	1359300 
	23.7	27.5	20.5	10.9	3.5	2.3	78	1371650 
	23.9	27.7	20.7	8.7	3.5	2.2	77.6	1374650 
	24.1	28	20.8	6.7	3.9	2.2	76.3	1265070 
	24.3	28.2	21	6.2	4	2.2	75.6	1160280 
	24.4	28.3	21	8.5	4	2.2	75.7	1336270 
	24.4	28.3	21.2	9.2	4	2.2	76	1383600 
	24.3	28.1	21.2	11.3	3.9	2.2	76.8	1384820 
	24.2	27.9	21.1	14.9	3.5	2.2	78	1384280 
	24.2	27.9	21.2	15	3.5	2.2	78.6	1390200 
	24.3	28	21.3	14.1	3.5	2.2	79	1273620 
	24.3	28	21.4	16.4	3.4	2.2	79.5	1179050 
	24.4	28.1	21.5	18.2	3.3	2.4	80	1354330 
	24.4	28.1	21.6	16.7	3.3	2.4	80.2	1406130 
	24.5	28.2	21.6	17	3.3	2.4	79.8	1411180 
	24.5	28.2	21.7	17.8	3.1	2.4	80.3	1413100 
	24.7	28.3	21.8	15.4	3.2	2.4	80.5	1401610 
	24.9	28.6	22	12.2	3.2	2.3	80.3	1297400 
	25.2	28.9	22.2	11.7	3.3	2.3	80.1	1197870 
	25.3	29	22.4	11.1	3.4	2.3	80.1	1365700 
	25.5	29.1	22.6	11	3.5	2.3	79.3	1426500 
	25.6	29.2	22.7	11.4	3.6	2.4	78.7	1422700 
	25.7	29.4	22.7	12.5	3.7	2.4	77.7	1403910 
	25.8	29.4	22.9	14.9	3.7	2.3	77.2	1388570 
	25.9	29.5	23	16.8	3.6	2.3	77.4	1312870 
	26	29.7	23.1	16.2	3.6	2.2	77.6	1205160 
	26.2	29.9	23.3	14.6	3.8	2.2	77.6	1386020 
	26.4	30.1	23.5	12.8	3.8	2.2	77.7	1396520 
	26.6	30.5	23.7	10	4	2.2	77.6	1337860 
	26.7	30.5	23.7	10.7	4.1	2.3	77.6	1310690 
	26.7	30.6	23.8	9.8	4.1	2.3	77.4	1296460 
	26.7	30.6	23.7	12.5	4.2	2.3	76.9	1229330 
	26.6	30.6	23.5	12.9	4.3	2.2	76.4	1189880 
	26.6	30.6	23.4	12.6	4.4	2.2	75.9	1312340 
	26.5	30.5	23.3	13.8	4.3	2.1	75.9	1340030 
	26.5	30.6	23.2	15.6	4.3	2.1	75.7	1338980 
	26.6	30.7	23.3	13.1	4.3	2.1	75.5	1371130 
	26.5	30.6	23.3	14.8	4.3	2	75.8	1408100 
	26.4	30.5	23.2	14.9	4.2	2	75.9	1316500 
	26.5	30.6	23.2	12.3	4.2	2	75.5	1207920 
	26.5	30.6	23.1	10.8	4.2	2	75.2	1390750 
	26.5	30.6	23.2	11.8	4.2	2	75.2	1454310 
	26.5	30.6	23.1	10.8	4.2	2	74.9	1448460 
	26.4	30.5	23	9.7	4.3	2	74.9	1385360 
	26.3	30.4	23	8.9	4.4	2	74.9	1400050 
	26.2	30.3	23	7.7	4.3	2	74.8	1323450 
	26	30	22.7	7.3	4.2	2	74.7	1210480 
	25.8	29.7	22.6	8.7	3.9	2	75	1396690 
	25.6	29.5	22.5	9.1	3.8	2.1	74.9	1452360 
	25.4	29.3	22.4	8.7	3.7	2.1	74.3	1473390 
	25.1	29	22	9.9	3.7	2.2	74.3	1473390 
	24.9	28.8	21.7	11.5	3.7	2.1	74.3	1460430 
	24.7	28.5	21.5	11.2	3.8	2.1	74.8	1331870 
	24.6	28.5	21.3	11.5	3.7	2	75.3	1208540 
	24.4	28.2	21.2	15.1	3.5	2	76.5	1380490 
	24.3	28.1	21.1	15.6	3.5	2	76.9	1395770 
	24.2	28	21	13.9	3.5	2.1	77.3	1395030 
	24.3	28.2	21	12.1	3.5	2.1	76.7	1390520 
	24.1	28.1	20.8	12.4	3.5	2.2	76.4	1386670 
	24.1	28.2	20.8	11.5	3.5	2.2	75.7	1265890 
	24.1	28	20.7	11.6	3.4	2.2	75.4	1132670 
	24	28	20.6	10.3	3.5	2.2	74.8	1286320 
	23.7	27.8	20.3	9.4	3.6	2.1	74	1289750 
	23.5	27.6	20.1	9.6	3.6	2.1	73.6	1305870 
	23.3	27.4	19.8	7.2	3.6	2	72.8	1305850 
	23.2	27.5	19.5	5	3.7	1.9	71.8	1323870 
	23.1	27.4	19.4	4.7	3.8	1.9	71	1214850 
	22.9	27.3	19.2	6.1	3.7	1.9	71.4	1116530 
	22.8	27.2	19	5.3	3.7	1.9	70.9	1249720 
	22.5	26.9	18.9	6.9	3.6	1.9	71	1299990 
	22.2	26.5	18.6	7	3.5	1.9	71	1322930 
	21.9	26.2	18.2	7.7	3.5	1.9	71.2	1328270 
	21.7	26.1	17.9	6.5	3.4	1.9	70.5	1345570 
	21.5	26	17.7	5.6	3.5	1.9	70	1241230 
	21.5	26.1	17.5	3.7	3.6	1.8	69.1	1132270 
	21.4	26	17.3	4.4	3.6	1.8	68.7	1277890 
	21.3	25.9	17.3	4.7	3.7	1.9	68.1	1264280 
	21.2	25.9	17	5.3	3.8	1.9	67.8	1016300 
	20.9	25.7	16.7	6	3.7	1.9	67.9	869970 
	20.6	25.4	16.4	8.3	3.6	1.9	68.4	891810 
	20.3	25.2	16.1	7.2	3.6	1.9	67.8	936910 
	20.1	25	15.8	6.1	3.6	1.8	67.8	1036400 
	20	24.9	15.8	5.9	3.5	1.8	68.1	1267380 
	19.8	24.7	15.5	4.6	3.5	1.9	67.2	1347890 
	19.6	24.6	15.2	1.8	3.6	1.8	66.1	1329920 
	19.4	24.3	15.1	2.2	3.5	1.9	66	1313470 
	19.2	24	14.9	2.5	3.5	1.9	65.4	1234280 
	18.9	23.8	14.5	1.9	3.5	1.9	64.5	1183700 
	18.6	23.6	14.4	2.8	3.4	1.8	65.3	1113770 
	18.5	23.4	14.3	3	3.3	1.8	66.4	1271250 
	18.3	23.2	14.1	2.7	3.3	1.8	66.8	1332830 
	18	23	13.8	2.9	3.2	1.8	67.7	1308200 
	17.7	22.7	13.5	2.6	3.2	1.8	67.8	1141340 
	17.4	22.4	13.2	2	3.2	1.9	67.1	1194240 
	17.2	22.2	12.9	1.8	3.2	1.9	66.1	1173550 
	17.1	22.1	12.6	1.7	3.2	1.9	65.3	1115570 
	16.9	22.1	12.4	1.2	3.2	1.9	64.8	1262860 
	16.9	22.2	12.3	1.4	3.2	1.9	64.7	1314860 
	16.9	22.1	12.3	1.5	3.1	1.8	65.1	1240710 
	16.9	22.1	12.4	1.4	3.1	1.8	65.5	1307740 
	16.8	21.9	12.3	2.3	3	1.9	65.7	1329200 
	16.6	21.7	12.2	2.5	3	1.9	65.6	1226330 
	16.3	21.4	11.9	2.3	3	1.9	65.4	1124480 
	16	21	11.6	1.9	3	1.9	65.3	1275600 
	15.6	20.6	11.1	2.3	3	2	65.3	1326180 
	15.2	20.2	10.8	1.6	3	2	65.2	1328260 
	14.9	20	10.5	1.4	3	2	64.6	1306870 
	14.7	19.7	10.2	1.7	2.9	2.1	64.3	1283590 
	14.3	19.4	9.9	1.6	2.9	2.1	63.4	1190010 
	14	19.1	9.6	1.6	2.8	2	62.8	1086590 
	13.8	18.9	9.2	1.5	2.8	2	62.3	1238600 
	13.4	18.5	8.8	1.5	2.7	2.1	62.1	1282000 
	13.1	18.2	8.6	1.6	2.7	2.1	62	1287460 
	12.9	18	8.3	1.7	2.6	2.1	62.4	1299560 
	12.6	17.7	8.1	1.3	2.7	2.1	61.5	1310320 
	12.4	17.5	7.9	1.1	2.6	2	61.3	1217230 
	12.2	17.3	7.8	1.3	2.6	2	61.7	1110340 
	12	17	7.5	0.9	2.5	2	61.5	1263880 
	11.8	16.9	7.4	0.8	2.6	2	60.6	1296970 
	11.6	16.6	7.2	1.4	2.5	2	61.6	1307340 
	11.3	16.1	7	1.7	2.5	2.1	61.8	1313260 
	10.9	15.7	6.6	1.7	2.4	2.1	61.5	1308070 
	10.6	15.4	6.2	1.8	2.4	2.2	61.8	1227320 
	10.4	15.2	6	2.2	2.2	2.1	62.4	1123720 
	10.4	15.2	6	2	2.1	2	62.5	1286150 
	10.6	15.4	6.2	2.2	2.1	2	63.1	1306360 
	10.7	15.6	6.3	2.3	2	2	63.3	1318230 
	10.6	15.3	6.3	2.5	1.9	2	63.3	1312240 
	10.4	15	6.2	2.5	1.9	2.1	63.7	1325630 
	9.8	14.2	5.8	2.4	1.9	2.2	63.4	1219930 
	9.3	13.6	5.4	2.3	1.9	2.3	62.9	1139160 
	8.9	13.1	5.1	2.1	1.9	2.4	62.7	1301530 
	8.7	12.9	5	1.9	1.9	2.4	62.9	1348620 
	8.4	12.6	4.7	1.6	1.9	2.4	62.2	1355320 
	8.1	12.3	4.4	1.5	1.9	2.3	61.6	1380300 
	7.6	11.8	3.9	1.4	1.9	2.3	61.2	1389630 
	7	11.3	3.2	1.3	1.8	2.2	61.4	1295500 
	6.3	10.6	2.5	1.2	1.8	2.2	60.5	1197420 
	5.8	10.1	2	1.8	1.7	2.2	60.5	1380790 
	5.5	9.9	1.5	1.7	1.6	2.2	61.2	1434740 
	5.3	9.7	1.4	1.6	1.6	2.2	61.3	1441520 
	5.4	9.7	1.4	1.7	1.6	2.1	61.1	1453230 
	5.6	10	1.6	1.6	1.5	2.1	62.1	1453200 
	5.6	10	1.7	1.1	1.5	2.2	62.7	1339870 
	5.4	9.9	1.5	1	1.6	2.2	61.8	1218240 
	5.3	9.7	1.3	1.2	1.5	2.2	61.7	1423240 
	4.8	9.2	0.9	1.4	1.5	2.4	61.4	1470460 
	4.3	8.6	0.5	1.4	1.5	2.4	60.4	1482300 
	4	8.2	0.2	1.8	1.5	2.4	61	1490380 
	3.8	7.9	0.2	1.8	1.5	2.3	61.6	1489240 
	3.6	7.7	0	1.7	1.5	2.3	62.3	1369990 
	3.3	7.5	-0.2	1.3	1.5	2.3	62.7	1244280 
	2.9	7.1	-0.6	1.1	1.4	2.3	62.5	1442900 
	2.6	6.8	-1.1	0.9	1.4	2.3	61.5	1475860 
	2.2	6.4	-1.6	0.8	1.4	2.4	60.1	1460920 
	1.8	6	-2	0.9	1.4	2.4	59.2	1454540 
	1.7	5.7	-2	1	1.4	2.3	59.4	1462630 
	1.9	5.8	-1.8	1.2	1.3	2.3	61	1342410 
	1.9	5.7	-1.7	0.9	1.3	2.3	61.2	1238680 
	2	5.8	-1.7	1.1	1.3	2.2	62.9	1449820 
	1.9	5.7	-1.6	0.9	1.3	2.3	63	1475570 
	1.6	5.5	-1.9	0.9	1.3	2.4	62.8	1495640 
	1.3	5.1	-2.2	0.7	1.3	2.4	61.7	1489110 
	0.9	4.7	-2.7	0.7	1.3	2.5	60.8	1511160 
	0.4	4.1	-3.1	0.5	1.3	2.5	59.3	1392220 
	0.2	4	-3.3	0.5	1.3	2.3	59.2	1293220 
	0	3.7	-3.5	0.5	1.2	2.4	58.8	1469110 
	-0.4	3.3	-3.9	0.6	1.2	2.3	58.3	1513170 
	-0.4	3.4	-3.8	0.6	1.2	2.2	59.3	1534670 
	-0.2	3.7	-3.6	0.6	1.2	2.1	60.2	1559430 
	0	3.9	-3.6	0.5	1.2	2.1	60.3	1540670 
	0.2	4.2	-3.3	0.4	1.2	2.2	60.4	1409820 
	0.4	4.4	-3.2	0.5	1.2	2.2	61.2	1305160 
	0.4	4.3	-3.2	0.4	1.3	2.3	61.5	1488860 
	0.1	4.1	-3.5	0.5	1.3	2.4	61.7	1526700 
	-0.3	3.6	-3.9	0.5	1.3	2.4	61.1	1311610 
	-0.7	3.2	-4.3	0.6	1.3	2.3	61.1	1530250 
	-0.9	2.9	-4.4	0.5	1.2	2.3	60.7	1543140 
	-1.3	2.6	-4.9	0.6	1.2	2.3	60	1445450 
	-1.6	2.3	-5.1	0.7	1.2	2.2	59.6	1330610 
	-1.7	2.1	-5.2	0.7	1.2	2.2	60.3	1476350 
	-1.8	2	-5.4	0.8	1.1	2.3	60.2	1404460 
	-1.9	1.9	-5.5	0.9	1.1	2.3	61.1	1404460 
	
